time,step num,fpa,drv,effect,ax (m/s2),ay (m/s2),az (m/s2),gx (rad/s),gy (rad/s),gz (rad/s)
1776367003.2898781,,,,,-0.6772,3.5509,9.1669,0.0209,-0.0623,-0.0119
1776367003.2910159,,,,,-0.6688,3.5521,9.1717,0.0197,-0.0622,-0.0116
1776367003.291082,,,,,-0.6879,3.5521,9.1669,0.0188,-0.0622,-0.0127
1776367003.3197901,,,,,-0.6915,3.5462,9.1729,0.0182,-0.0629,-0.0121
1776367003.321544,,,,,-0.6820,3.5438,9.1693,0.0177,-0.0638,-0.0121
1776367003.32163,,,,,-0.6736,3.5186,9.1729,0.0170,-0.0640,-0.0121
1776367003.321766,,,,,-0.6879,3.5174,9.1597,0.0195,-0.0615,-0.0125
1776367003.323034,,,,,-0.6628,3.5246,9.1729,0.0192,-0.0634,-0.0118
1776367003.323049,,,,,-0.6891,3.5498,9.1789,0.0206,-0.0629,-0.0119
1776367003.3816588,,,,,-0.6796,3.5306,9.1693,0.0197,-0.0615,-0.0118
1776367003.381763,,,,,-0.6832,3.5474,9.1765,0.0192,-0.0619,-0.0116
1776367003.3818471,,,,,-0.6796,3.5450,9.1693,0.0194,-0.0611,-0.0121
1776367003.381909,,,,,-0.6652,3.5438,9.1753,0.0197,-0.0615,-0.0121
1776367003.382996,,,,,-0.6879,3.5462,9.1753,0.0173,-0.0608,-0.0115
1776367003.3830788,,,,,-0.6700,3.5462,9.1717,0.0174,-0.0625,-0.0115
1776367003.531399,,,,,-0.7131,3.5856,9.1860,0.0153,-0.0658,-0.0095
1776367003.5329762,,,,,-0.6640,3.5462,9.1836,0.0137,-0.0657,-0.0102
1776367003.533366,,,,,-0.7238,3.5701,9.1609,0.0133,-0.0687,-0.0096
1776367003.5334,,,,,-0.6449,3.5270,9.1681,0.0136,-0.0696,-0.0104
1776367003.534611,,,,,-0.7262,3.6024,9.1932,0.0110,-0.0724,-0.0092
1776367003.534961,,,,,-0.6221,3.5557,9.1860,0.0102,-0.0699,-0.0098
1776367003.535003,,,,,-0.6461,3.5198,9.1813,0.0121,-0.0681,-0.0108
1776367003.535288,,,,,-0.6317,3.5163,9.1813,0.0130,-0.0646,-0.0124
1776367003.535525,,,,,-0.6293,3.4995,9.1801,0.0156,-0.0614,-0.0128
1776367003.620218,,,,,-0.6640,3.5486,9.1860,0.0183,-0.0565,-0.0127
1776367003.621921,,,,,-0.6855,3.5653,9.1825,0.0170,-0.0570,-0.0125
1776367003.622337,,,,,-0.6843,3.5474,9.1848,0.0165,-0.0571,-0.0136
1776367003.622375,,,,,-0.6832,3.5318,9.1717,0.0171,-0.0585,-0.0133
1776367003.623569,,,,,-0.6712,3.5306,9.1896,0.0171,-0.0602,-0.0125
1776367003.623843,,,,,-0.6772,3.5533,9.1741,0.0166,-0.0609,-0.0130
1776367003.62405,,,,,-0.6963,3.5486,9.1884,0.0168,-0.0628,-0.0118
1776367003.625074,,,,,-0.6915,3.5725,9.1836,0.0156,-0.0635,-0.0111
1776367003.651488,,,,,-0.6700,3.5629,9.1825,0.0150,-0.0660,-0.0108
1776367003.7116349,,,,,-0.6688,3.5462,9.1789,0.0121,-0.0661,-0.0111
1776367003.712009,,,,,-0.6580,3.5509,9.1729,0.0099,-0.0648,-0.0110
1776367003.74014,,,,,-0.6688,3.5127,9.1717,0.0096,-0.0644,-0.0107
1776367003.741565,,,,,-0.6724,3.5151,9.1753,0.0111,-0.0641,-0.0125
1776367003.744361,,,,,-0.6784,3.5378,9.1789,0.0124,-0.0640,-0.0118
1776367003.744477,,,,,-0.6712,3.5294,9.1836,0.0130,-0.0643,-0.0118
1776367003.772012,,,,,-0.6652,3.5282,9.1813,0.0124,-0.0635,-0.0121
1776367003.7723908,,,,,-0.6748,3.4995,9.1836,0.0116,-0.0632,-0.0111
1776367003.772596,,,,,-0.6676,3.5055,9.1585,0.0136,-0.0632,-0.0116
1776367003.7728481,,,,,-0.6700,3.5019,9.1813,0.0160,-0.0626,-0.0111
1776367003.773857,,,,,-0.6808,3.5198,9.1825,0.0176,-0.0623,-0.0119
1776367003.774179,,,,,-0.6676,3.5462,9.1801,0.0166,-0.0611,-0.0118
1776367003.774345,,,,,-0.6903,3.5306,9.1717,0.0147,-0.0600,-0.0125
1776367003.774554,,,,,-0.6784,3.5163,9.1825,0.0157,-0.0602,-0.0124
1776367003.7752051,,,,,-0.6772,3.5163,9.1813,0.0171,-0.0603,-0.0122
1776367003.86109,,,,,-0.6796,3.5258,9.1681,0.0173,-0.0599,-0.0122
1776367003.921194,,,,,-0.6712,3.5031,9.1801,0.0183,-0.0588,-0.0124
1776367003.92289,,,,,-0.6796,3.5450,9.1920,0.0200,-0.0606,-0.0124
1776367003.923247,,,,,-0.6808,3.5294,9.1801,0.0200,-0.0622,-0.0115
1776367003.92327,,,,,-0.6963,3.5462,9.1848,0.0200,-0.0635,-0.0122
1776367003.923284,,,,,-0.6736,3.5414,9.1860,0.0183,-0.0646,-0.0116
1776367003.924124,,,,,-0.6963,3.5198,9.1729,0.0183,-0.0664,-0.0110
1776367003.928173,,,,,-0.6688,3.5354,9.1753,0.0186,-0.0681,-0.0098
1776367003.928436,,,,,-0.6748,3.5414,9.1789,0.0170,-0.0673,-0.0096
1776367003.928499,,,,,-0.6676,3.5509,9.1777,0.0159,-0.0673,-0.0102
1776367003.9287019,,,,,-0.6556,3.5306,9.1801,0.0150,-0.0666,-0.0104
1776367003.95122,,,,,-0.6628,3.4875,9.1825,0.0153,-0.0617,-0.0116
1776367003.9831529,,,,,-0.6748,3.5115,9.1896,0.0174,-0.0628,-0.0125
1776367003.983598,,,,,-0.6843,3.5210,9.1765,0.0185,-0.0641,-0.0105
1776367003.983649,,,,,-0.6891,3.5210,9.1825,0.0183,-0.0641,-0.0110
1776367003.983968,,,,,-0.6580,3.5174,9.1801,0.0191,-0.0631,-0.0110
1776367003.984192,,,,,-0.6843,3.5198,9.1813,0.0208,-0.0634,-0.0111
1776367003.985656,,,,,-0.6652,3.5258,9.1705,0.0211,-0.0614,-0.0116
1776367003.986042,,,,,-0.6485,3.4887,9.1693,0.0218,-0.0599,-0.0116
1776367003.986086,,,,,-0.7011,3.5366,9.1836,0.0220,-0.0611,-0.0113
1776367004.070979,,,,,-0.6281,3.5294,9.1896,0.0215,-0.0606,-0.0121
1776367004.072876,,,,,-0.6808,3.5318,9.1848,0.0229,-0.0608,-0.0115
1776367004.073165,,,,,-0.6915,3.5186,9.1813,0.0235,-0.0628,-0.0118
1776367004.073205,,,,,-0.6724,3.5366,9.1825,0.0235,-0.0638,-0.0108
1776367004.073434,,,,,-0.6808,3.5270,9.1825,0.0232,-0.0632,-0.0107
1776367004.074347,,,,,-0.6508,3.5043,9.1681,0.0249,-0.0615,-0.0119
1776367004.0746062,,,,,-0.7011,3.4911,9.1801,0.0286,-0.0626,-0.0113
1776367004.074647,,,,,-0.6317,3.5414,9.1944,0.0283,-0.0608,-0.0128
1776367004.1012301,,,,,-0.6903,3.5426,9.1825,0.0270,-0.0612,-0.0127
1776367004.189878,,,,,-0.6664,3.5533,9.1813,0.0252,-0.0611,-0.0122
1776367004.191773,,,,,-0.6616,3.5342,9.1705,0.0244,-0.0591,-0.0124
1776367004.194217,,,,,-0.6664,3.5390,9.1896,0.0240,-0.0593,-0.0134
1776367004.194481,,,,,-0.7047,3.5378,9.1753,0.0237,-0.0614,-0.0116
1776367004.1946461,,,,,-0.6975,3.5390,9.1681,0.0228,-0.0634,-0.0107
1776367004.194824,,,,,-0.6796,3.5593,9.1789,0.0220,-0.0643,-0.0096
1776367004.1949792,,,,,-0.6473,3.5318,9.1753,0.0221,-0.0635,-0.0115
1776367004.195086,,,,,-0.6628,3.5186,9.1836,0.0228,-0.0625,-0.0121
1776367004.1961641,,,,,-0.7131,3.5641,9.1896,0.0238,-0.0623,-0.0116
1776367004.196332,,,,,-0.6030,3.5498,9.1813,0.0226,-0.0634,-0.0115
1776367004.251929,,,,,-0.7107,3.5509,9.1729,0.0215,-0.0606,-0.0134
1776367004.312036,,,,,-0.6377,3.5414,9.1848,0.0179,-0.0663,-0.0111
1776367004.3122072,,,,,-0.7035,3.5306,9.1813,0.0188,-0.0658,-0.0108
1776367004.312219,,,,,-0.6353,3.4816,9.1741,0.0205,-0.0664,-0.0105
1776367004.314476,,,,,-0.6389,3.5258,9.1633,0.0232,-0.0652,-0.0104
1776367004.3145652,,,,,-0.6580,3.5246,9.1789,0.0241,-0.0629,-0.0115
1776367004.3419259,,,,,-0.6891,3.5402,9.1645,0.0246,-0.0620,-0.0125
1776367004.341954,,,,,-0.6688,3.5474,9.1597,0.0238,-0.0626,-0.0115
1776367004.341965,,,,,-0.6652,3.5617,9.1777,0.0223,-0.0617,-0.0115
1776367004.342117,,,,,-0.6903,3.5390,9.1825,0.0202,-0.0620,-0.0125
1776367004.343735,,,,,-0.7107,3.5725,9.1693,0.0199,-0.0625,-0.0118
1776367004.343804,,,,,-0.6233,3.5186,9.1765,0.0194,-0.0634,-0.0118
1776367004.3439202,,,,,-0.6808,3.5330,9.1848,0.0203,-0.0637,-0.0105
1776367004.34393,,,,,-0.6700,3.5210,9.1848,0.0217,-0.0637,-0.0108
1776367004.3455858,,,,,-0.6987,3.5498,9.1884,0.0237,-0.0641,-0.0121
1776367004.402244,,,,,-0.6269,3.5115,9.1825,0.0269,-0.0631,-0.0108
1776367004.4027112,,,,,-0.7226,3.5174,9.1801,0.0279,-0.0644,-0.0118
1776367004.402754,,,,,-0.6736,3.5163,9.1741,0.0287,-0.0654,-0.0115
1776367004.402857,,,,,-0.6736,3.5450,9.1741,0.0279,-0.0637,-0.0116
