time,step num,fpa,drv,effect,ax (m/s2),ay (m/s2),az (m/s2),gx (rad/s),gy (rad/s),gz (rad/s)
1776368335.62054,,,,,-4.2736,3.5868,9.6251,-0.3826,-1.4587,-1.8037
1776368335.620805,,,,,-4.4136,3.8345,10.9388,-0.2132,-1.5275,-1.8297
1776368335.621053,,,,,-4.1515,4.2808,11.8098,-0.0880,-1.6005,-1.8424
1776368335.62109,,,,,-4.1767,5.2965,13.1474,-0.0348,-1.6188,-1.8856
1776368335.6212978,,,,,-4.0714,6.8662,15.1334,-0.2841,-1.6605,-1.9396
1776368335.622808,,,,,-3.1250,6.9631,14.9396,-0.5444,-1.7081,-1.9178
1776368335.62289,,,,,-1.7527,5.9581,14.5029,-0.8218,-1.6654,-1.8645
1776368335.6768289,,,,,-0.9823,4.9472,14.3043,-0.9908,-1.4985,-1.7497
1776368335.6783428,,,,,-0.4439,4.3669,14.1655,-1.0363,-1.2511,-1.5841
1776368335.7359931,,,,,-0.3876,4.4566,13.9382,-1.0282,-0.7601,-1.1860
1776368335.737885,,,,,-1.1713,3.7328,13.0181,-0.9965,-0.6671,-0.9452
1776368335.73807,,,,,-0.7872,3.6203,12.6413,-0.8989,-0.6187,-0.7158
1776368335.739808,,,,,-0.6473,3.3858,12.2393,-0.7459,-0.5507,-0.5182
1776368335.739989,,,,,-0.7633,3.7184,12.3398,-0.5614,-0.4837,-0.3473
1776368335.740111,,,,,-0.9954,4.5009,12.8148,-0.4307,-0.4444,-0.2114
1776368335.740261,,,,,-1.3567,5.5561,13.6068,-0.4221,-0.4580,-0.1171
1776368335.741459,,,,,-1.2562,5.8959,13.6211,-0.5625,-0.5020,-0.0753
1776368335.741625,,,,,-0.9009,4.9675,12.5982,-0.7689,-0.4998,-0.1098
1776368335.741803,,,,,-1.0217,3.8477,11.3216,-0.8948,-0.4284,-0.2118
1776368335.826169,,,,,-2.1045,3.2471,10.5105,-0.8913,-0.3775,-0.3369
1776368335.827907,,,,,-2.4287,3.5198,10.3813,-0.8047,-0.4427,-0.4371
1776368335.828205,,,,,-1.8939,3.9864,10.3932,-0.7081,-0.5324,-0.5550
1776368335.828236,,,,,-1.3232,4.3490,10.4303,-0.6359,-0.5360,-0.7179
1776368335.829338,,,,,-1.0469,4.4483,10.2556,-0.5814,-0.4656,-0.9079
1776368335.832337,,,,,-0.8004,4.2700,9.7543,-0.5460,-0.3827,-1.1003
1776368335.832503,,,,,-0.3589,4.1503,9.3356,-0.5073,-0.3262,-1.2811
1776368335.83273,,,,,0.0335,3.8955,8.7111,-0.4635,-0.2837,-1.4471
1776368335.832931,,,,,0.3374,3.7795,8.3294,-0.4148,-0.2718,-1.5875
1776368335.886113,,,,,0.4690,4.0355,8.2971,-0.3768,-0.3204,-1.6892
1776368335.888432,,,,,0.5527,4.0199,8.3222,-0.3826,-0.4281,-1.7517
1776368335.888704,,,,,0.3817,3.8441,8.2552,-0.4071,-0.5912,-1.7675
1776368335.888748,,,,,0.6544,3.8548,8.0052,-0.4250,-0.7885,-1.7393
1776368335.8889768,,,,,1.1569,3.8369,7.7994,-0.4291,-0.9471,-1.6887
1776368335.889929,,,,,1.3795,3.9900,7.6546,-0.4039,-1.0324,-1.6200
1776368335.948076,,,,,1.7145,4.1360,7.3890,-0.3567,-1.0573,-1.5172
1776368335.9484491,,,,,2.0506,4.2676,7.1665,-0.2981,-1.0211,-1.3926
1776368335.948488,,,,,2.1224,4.3298,6.8949,-0.2257,-0.9357,-1.2535
1776368335.948755,,,,,2.0650,4.3406,6.5815,-0.1397,-0.8441,-1.1040
1776368335.948929,,,,,1.9155,4.2808,6.3781,0.0281,-0.7269,-0.7952
1776368336.006272,,,,,1.3519,5.1745,6.8004,0.0518,-0.6970,-0.6675
1776368336.007713,,,,,1.1163,5.1613,6.5587,0.0166,-0.6669,-0.5789
1776368336.007806,,,,,0.7155,4.8646,6.1268,-0.0145,-0.6301,-0.5299
1776368336.009538,,,,,0.2692,4.6158,5.6829,-0.0053,-0.6084,-0.5150
1776368336.009783,,,,,1.1390,-4.3501,10.7701,0.5521,-0.5366,-0.4998
1776368336.009823,,,,,2.3210,0.6389,13.5481,1.7084,-0.0449,-0.4427
1776368336.010059,,,,,2.1834,12.7382,16.8837,1.5088,0.2152,-0.2379
1776368336.0661209,,,,,2.6154,4.5153,11.4090,0.7625,0.1984,0.1474
1776368336.0677388,,,,,-0.7310,4.5679,10.3944,0.7538,0.2682,-0.0512
1776368336.071264,,,,,-1.4357,8.0088,13.0289,0.7619,0.1339,0.0363
1776368336.071481,,,,,-2.2983,2.8762,8.3605,0.3693,0.0399,0.0226
1776368336.0716438,,,,,-3.2985,3.7926,9.3535,0.3877,-0.1092,0.0906
1776368336.071868,,,,,-0.8411,4.3274,9.8130,0.3094,-0.2804,0.2146
1776368336.127176,,,,,1.2347,4.3765,9.8177,0.2271,-0.2584,0.1892
1776368336.1285381,,,,,0.1759,4.7892,9.7412,0.1605,-0.1776,0.1394
1776368336.128748,,,,,-0.5862,3.9721,9.2841,0.0556,-0.0959,0.0713
1776368336.1570182,,,,,-0.3948,3.8333,9.2806,0.0154,-0.0556,0.0591
1776368336.158817,,,,,-0.1771,3.5282,9.1466,-0.0024,-0.0199,0.0463
1776368336.1590312,,,,,-0.5300,3.6849,9.2794,-0.0130,0.0160,0.0368
1776368336.1592362,,,,,-0.5779,3.6706,9.3799,-0.0229,0.0429,0.0134
1776368336.1594188,,,,,-0.6820,3.5318,9.3153,-0.0334,0.0585,0.0113
1776368336.161408,,,,,-0.8554,3.5222,9.2327,-0.0391,0.0545,0.0113
1776368336.2198138,,,,,-0.8219,3.5629,9.3344,-0.0353,0.0330,0.0101
1776368336.248994,,,,,-0.7442,3.5294,9.3440,-0.0315,0.0197,0.0037
1776368336.249439,,,,,-0.8889,3.5904,9.3523,-0.0272,-0.0015,0.0000
1776368336.24948,,,,,-0.9260,3.5198,9.3153,-0.0200,-0.0276,0.0009
1776368336.2496982,,,,,-0.9248,3.4445,9.2782,-0.0122,-0.0504,0.0015
1776368336.250676,,,,,-0.7753,3.4744,9.2506,-0.0069,-0.0629,0.0020
1776368336.250886,,,,,-0.7226,3.4134,9.2459,0.0008,-0.0774,0.0031
1776368336.2511392,,,,,-0.8291,3.4349,9.2315,0.0037,-0.0861,0.0046
1776368336.251304,,,,,-0.7466,3.4660,9.2554,0.0078,-0.0961,0.0052
1776368336.336108,,,,,-0.8387,3.4301,9.2506,0.0125,-0.1080,0.0060
1776368336.337834,,,,,-0.7406,3.4050,9.2530,0.0170,-0.1150,0.0052
1776368336.340518,,,,,-0.7310,3.4469,9.2375,0.0192,-0.1185,0.0060
1776368336.3407629,,,,,-0.6843,3.4648,9.2387,0.0188,-0.1165,0.0047
1776368336.340953,,,,,-0.6150,3.4421,9.2447,0.0199,-0.1116,0.0012
1776368336.3492968,,,,,-0.6939,3.4780,9.2279,0.0200,-0.1118,0.0009
1776368336.349401,,,,,-0.8327,3.4421,9.2207,0.0221,-0.1219,0.0040
1776368336.349476,,,,,-0.7836,3.4169,9.1992,0.0244,-0.1301,0.0072
1776368336.349568,,,,,-0.6915,3.2459,9.0963,0.0370,-0.1287,0.0116
1776368336.395998,,,,,-0.6688,3.4863,9.2243,0.0481,-0.1254,0.0147
1776368336.397729,,,,,-0.5396,3.4959,9.2363,0.0446,-0.1239,0.0145
1776368336.39809,,,,,-0.6018,3.5366,9.2291,0.0408,-0.1165,0.0111
1776368336.398143,,,,,-0.5001,3.3775,9.1705,0.0376,-0.1103,0.0082
1776368336.456018,,,,,-0.3733,3.0556,8.9695,0.0403,-0.0947,0.0067
1776368336.4579499,,,,,-0.4499,3.0580,9.1095,0.0660,-0.0751,0.0076
1776368336.4581718,,,,,-0.6628,3.3942,9.2399,0.0916,-0.0643,0.0144
1776368336.459442,,,,,-0.5264,3.3153,9.1155,0.0980,-0.0643,0.0192
1776368336.4596941,,,,,-0.4510,3.0054,9.1442,0.1074,-0.0570,0.0231
1776368336.459736,,,,,-0.2871,3.0233,9.0114,0.1355,-0.0339,0.0235
1776368336.459977,2,-49.6,DRV2,52,-0.3218,3.0437,9.0425,0.1701,-0.0137,0.0218
1776368336.461345,,,,,-0.6257,3.7077,9.2554,0.2080,-0.0047,0.0168
1776368336.5189319,,,,,-0.7166,3.4696,9.1406,0.2025,-0.0121,0.0127
1776368336.519416,,,,,-0.5827,3.1358,9.2016,0.2077,-0.0191,0.0134
1776368336.519468,,,,,-0.5982,3.1274,9.2722,0.2422,-0.0255,0.0134
1776368336.519805,,,,,-1.0253,3.7328,9.4146,0.2702,-0.0457,0.0140
1776368336.520023,,,,,-0.9811,3.6263,9.3727,0.2698,-0.0837,0.0157
1776368336.5767858,,,,,-0.7382,3.5880,9.2722,0.2929,-0.1199,0.0170
1776368336.57869,,,,,-1.1402,3.7041,9.3858,0.3172,-0.1747,0.0092
